playDispNm,teamAbbr,teamLoc,playStat,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFTA,playFTM,playTRB,opptAbbr,opptRslt
Thon Maker,MIL,Home,Starter,17,85,7,0,0,0,1,3,5,3,0,0,3,CLE,Win
John Henson,MIL,Home,Bench,8,83,4,0,1,0,0,1,1,1,2,2,2,CLE,Win
Kyrie Irving,BOS,Away,Starter,36,75,21,4,5,2,0,4,17,7,7,6,6,PHI,Loss
Al Horford,BOS,Away,Starter,36,82,17,3,4,0,1,2,16,5,4,4,9,PHI,Loss
Jayson Tatum,BOS,Away,Starter,33,80,15,0,3,0,3,3,8,3,9,9,8,PHI,Loss
Terry Rozier,BOS,Away,Bench,30,73,14,2,2,0,0,2,11,6,3,0,7,PHI,Loss
Aron Baynes,BOS,Away,Starter,14,82,10,2,1,0,0,5,8,5,1,0,8,PHI,Loss
Shane Larkin,BOS,Away,Bench,19,71,10,4,1,0,0,0,5,4,0,0,2,PHI,Loss
Jaylen Brown,BOS,Away,Starter,37,79,9,0,0,2,0,2,13,4,3,0,8,PHI,Loss
J.J. Redick,PHI,Home,Starter,36,76,19,4,0,0,0,1,16,7,1,1,0,BOS,Win
Jerryd Bayless,PHI,Home,Starter,30,75,18,1,0,1,0,4,12,7,0,0,1,BOS,Win
Robert Covington,PHI,Home,Starter,27,81,12,2,2,0,1,5,10,5,0,0,2,BOS,Win
Ben Simmons,PHI,Home,Starter,37,82,11,5,4,1,0,2,11,4,6,3,11,BOS,Win
Joel Embiid,PHI,Home,Starter,28,84,11,3,3,1,2,1,16,4,3,3,14,BOS,Win
Dario Saric,PHI,Home,Bench,24,82,9,2,6,0,1,5,10,4,2,1,10,BOS,Win
Markelle Fultz,PHI,Home,Bench,17,76,6,1,0,1,0,4,9,2,2,2,3,BOS,Win
Reggie Jackson,DET,Away,Starter,32,75,21,5,5,5,0,5,21,8,2,2,4,WAS,Win
Avery Bradley,DET,Away,Starter,33,74,18,2,5,1,0,3,13,6,4,3,2,WAS,Win
Tobias Harris,DET,Away,Starter,34,80,15,1,0,1,0,2,10,5,5,4,3,WAS,Win
Ishmael Smith,DET,Away,Bench,16,72,12,3,4,1,0,2,12,6,2,0,3,WAS,Win
Luke Kennard,DET,Away,Bench,19,78,11,2,2,2,0,1,8,5,0,0,0,WAS,Win
Stanley Johnson,DET,Away,Starter,24,79,10,2,0,1,0,3,3,3,4,3,3,WAS,Win
Jon Leuer,DET,Away,Bench,32,82,10,1,0,0,1,3,8,4,2,2,1,WAS,Win
Otto Porter,WAS,Home,Starter,38,80,28,3,1,4,1,2,19,11,4,4,9,DET,Loss
John Wall,WAS,Home,Starter,34,76,26,10,8,1,2,1,12,8,11,9,3,DET,Loss
Bradley Beal,WAS,Home,Starter,35,77,25,4,2,0,3,4,18,9,7,6,4,DET,Loss
Marcin Gortat,WAS,Home,Starter,35,84,10,1,0,1,0,5,6,4,4,2,9,DET,Loss
Jodie Meeks,WAS,Home,Bench,15,76,9,0,1,1,0,0,5,2,3,3,1,DET,Loss
Mike Scott,WAS,Home,Bench,21,80,8,1,0,0,1,0,4,3,2,2,0,DET,Loss
Ian Mahinmi,WAS,Home,Bench,13,82,5,2,0,1,0,1,3,2,2,1,3,DET,Loss
Nikola Vučević,ORL,Away,Starter,35,82,41,3,4,0,0,5,22,17,2,1,12,BKN,Win
Evan Fournier,ORL,Away,Starter,36,79,22,5,2,2,0,3,21,8,4,4,9,BKN,Win
Terrence Ross,ORL,Away,Starter,30,78,11,2,0,1,0,3,9,4,1,1,6,BKN,Win
D.J. Augustin,ORL,Away,Bench,23,72,10,5,2,1,0,3,5,3,2,2,2,BKN,Win
Jonathon Simmons,ORL,Away,Bench,22,78,10,1,2,0,0,2,6,3,2,2,1,BKN,Win
Jonathan Isaac,ORL,Away,Starter,23,82,9,3,4,2,1,3,5,4,0,0,1,BKN,Win
Elfrid Payton,ORL,Away,Starter,15,76,4,4,2,1,0,0,6,2,0,0,1,BKN,Win
DeMarre Carroll,BKN,Home,Starter,28,80,17,2,1,2,0,2,9,6,2,2,8,ORL,Loss
D'Angelo Russell,BKN,Home,Starter,25,77,17,6,8,3,0,3,16,8,2,1,3,ORL,Loss
Trevor Booker,BKN,Home,Bench,22,79,17,2,2,0,0,3,11,6,8,5,11,ORL,Loss
Spencer Dinwiddie,BKN,Home,Bench,25,78,16,5,1,2,0,1,15,6,3,2,5,ORL,Loss
Rondae Hollis-Jefferson,BKN,Home,Starter,25,79,15,1,0,3,3,0,10,5,7,5,4,ORL,Loss
Joe Harris,BKN,Home,Bench,18,78,10,1,0,0,0,1,6,4,0,0,3,ORL,Loss
Allen Crabbe,BKN,Home,Starter,23,78,9,2,1,0,1,0,5,1,6,6,1,ORL,Loss
Rodney Hood,UTA,Away,Starter,24,80,20,4,2,1,0,2,12,7,3,3,1,MIN,Win
Ricky Rubio,UTA,Away,Starter,33,76,19,10,4,2,0,5,10,4,11,10,5,MIN,Win
Derrick Favors,UTA,Away,Starter,29,82,16,3,4,0,1,2,15,8,0,0,4,MIN,Win
Joe Ingles,UTA,Away,Starter,34,80,14,3,1,2,0,2,8,5,0,0,3,MIN,Win
Rudy Gobert,UTA,Away,Starter,33,85,10,0,3,2,2,2,10,5,0,0,13,MIN,Win
Thabo Sefolosha,UTA,Away,Bench,25,77,9,0,1,1,0,2,4,4,0,0,5,MIN,Win
Joe Johnson,UTA,Away,Bench,19,80,4,1,2,1,0,1,7,2,0,0,1,MIN,Win
Andrew Wiggins,MIN,Home,Starter,35,80,21,0,2,0,0,1,19,7,6,5,5,UTA,Loss
Karl-Anthony Towns,MIN,Home,Starter,32,83,20,1,1,1,2,3,12,7,8,6,10,UTA,Loss
Jamal Crawford,MIN,Home,Bench,20,78,17,1,1,1,0,2,10,6,2,2,0,UTA,Loss
Jimmy Butler,MIN,Home,Starter,39,79,13,3,4,5,0,1,14,5,3,3,7,UTA,Loss
Jeff Teague,MIN,Home,Starter,33,74,10,4,3,2,0,2,11,3,4,4,2,UTA,Loss
Nemanja Bjelica,MIN,Home,Bench,13,82,10,0,1,0,0,3,5,4,0,0,5,UTA,Loss
Taj Gibson,MIN,Home,Starter,25,81,4,1,1,2,0,1,4,2,0,0,8,UTA,Loss
George Hill,SAC,Away,Starter,32,74,21,2,5,2,0,1,12,9,1,0,5,DAL,Loss
Zach Randolph,SAC,Away,Starter,30,81,13,1,1,2,0,1,15,5,4,2,6,DAL,Loss
Buddy Hield,SAC,Away,Starter,27,77,13,3,1,0,0,1,11,4,4,4,6,DAL,Loss
Willie Cauley-Stein,SAC,Away,Starter,27,84,10,1,0,0,1,5,7,4,2,2,11,DAL,Loss
De'Aaron Fox,SAC,Away,Bench,26,75,9,10,2,1,0,3,13,4,0,0,6,DAL,Loss
Garrett Temple,SAC,Away,Bench,28,78,8,3,1,2,0,0,6,3,0,0,6,DAL,Loss
Skal Labissière,SAC,Away,Bench,13,83,8,0,1,0,1,1,9,4,0,0,5,DAL,Loss
Harrison Barnes,DAL,Home,Starter,39,80,24,1,1,0,0,3,18,8,9,6,4,SAC,Win
Yogi Ferrell,DAL,Home,Bench,30,72,14,2,4,1,0,3,8,3,8,7,4,SAC,Win
Dorian Finney-Smith,DAL,Home,Bench,21,79,14,1,0,0,0,2,6,5,2,1,2,SAC,Win
Dirk Nowitzki,DAL,Home,Starter,29,83,10,2,0,0,0,1,9,4,0,0,9,SAC,Win
Jose Barea,DAL,Home,Starter,27,72,9,10,1,1,1,1,14,4,0,0,1,SAC,Win
Nerlens Noel,DAL,Home,Starter,27,83,7,0,1,3,2,1,3,3,2,1,6,SAC,Win
Salah Mejri,DAL,Home,Bench,13,85,4,0,1,0,3,0,2,2,0,0,3,SAC,Win
Klay Thompson,GS,Away,Starter,37,79,31,3,1,0,1,2,19,12,0,0,4,NO,Loss
Stephen Curry,GS,Away,Starter,35,75,28,8,1,0,0,1,16,7,10,10,3,NO,Loss
Kevin Durant,GS,Away,Starter,38,81,22,2,5,1,7,3,18,9,1,1,8,NO,Loss
David West,GS,Away,Bench,13,81,11,2,0,0,0,4,5,4,4,2,1,NO,Loss
Draymond Green,GS,Away,Starter,35,79,10,9,4,1,0,4,11,4,0,0,5,NO,Loss
Zaza Pachulia,GS,Away,Starter,21,83,8,0,3,1,0,5,6,3,2,2,9,NO,Loss
Andre Iguodala,GS,Away,Bench,23,78,7,4,1,0,0,0,5,3,1,1,7,NO,Loss
Anthony Davis,NO,Home,Starter,40,82,35,5,4,2,1,1,21,15,5,2,17,GS,Win
DeMarcus Cousins,NO,Home,Starter,33,83,35,5,6,4,0,5,23,11,13,10,14,GS,Win
Ian Clark,NO,Home,Bench,27,75,14,2,0,1,0,2,7,5,0,0,1,GS,Win
Jrue Holiday,NO,Home,Starter,35,75,13,4,3,1,0,4,16,5,2,1,6,GS,Win
Jordan Crawford,NO,Home,Bench,25,76,13,7,1,0,1,2,10,5,0,0,1,GS,Win
Dante Cunningham,NO,Home,Starter,28,80,6,0,0,0,0,2,8,2,2,1,5,GS,Win
Darius Miller,NO,Home,Bench,20,80,4,2,1,0,0,1,6,2,0,0,2,GS,Win
Lonzo Ball,LAL,Away,Starter,37,78,29,9,4,1,0,4,27,12,2,1,11,PHO,Loss
Brandon Ingram,LAL,Away,Starter,37,81,25,1,2,1,1,6,14,9,6,4,2,PHO,Loss
Brook Lopez,LAL,Away,Starter,32,84,19,2,3,1,0,4,11,6,7,5,11,PHO,Loss
Jordan Clarkson,LAL,Away,Bench,17,77,17,1,2,0,0,3,11,6,3,3,2,PHO,Loss
Kyle Kuzma,LAL,Away,Bench,28,81,15,2,0,0,0,0,7,6,3,2,3,PHO,Loss
Larry Nance Jr.,LAL,Away,Starter,22,80,14,1,3,2,2,4,10,5,4,4,6,PHO,Loss
Julius Randle,LAL,Away,Bench,13,81,8,1,3,0,0,3,4,2,6,4,1,PHO,Loss
Eric Bledsoe,PHO,Home,Starter,30,73,28,2,1,2,1,3,18,10,8,5,2,LAL,Win
Devin Booker,PHO,Home,Starter,40,78,25,8,6,2,0,2,19,9,5,3,11,LAL,Win
T.J. Warren,PHO,Home,Starter,39,80,24,4,3,2,0,2,18,9,8,5,8,LAL,Win
Tyson Chandler,PHO,Home,Starter,24,85,13,0,2,0,1,5,7,5,4,3,9,LAL,Win
Mike James,PHO,Home,Bench,22,73,13,1,1,0,1,1,9,4,4,4,0,LAL,Win
Josh Jackson,PHO,Home,Starter,23,80,12,0,1,1,0,2,10,4,5,2,0,LAL,Win
Marquese Chriss,PHO,Home,Bench,18,82,5,1,1,0,3,2,3,1,2,2,6,LAL,Win
Ben Simmons,PHI,Away,Starter,33,82,18,8,3,0,0,0,16,7,8,4,10,TOR,Win
Jerryd Bayless,PHI,Away,Starter,27,75,16,0,3,1,0,1,7,5,4,4,3,TOR,Win
Justin Anderson,PHI,Away,Bench,17,78,12,0,1,0,1,3,12,4,4,2,1,TOR,Win
Jahlil Okafor,PHI,Away,Bench,22,83,10,0,2,0,2,4,7,4,4,2,9,TOR,Win
Dario Saric,PHI,Away,Bench,24,82,9,1,2,0,0,4,7,3,2,1,7,TOR,Win
J.J. Redick,PHI,Away,Starter,26,76,6,3,2,2,0,1,8,2,2,2,2,TOR,Win
Amir Johnson,PHI,Away,Starter,14,81,6,1,0,1,0,2,3,2,2,2,2,TOR,Win
DeMar DeRozan,TOR,Home,Starter,27,79,30,3,1,0,0,3,12,8,16,14,3,PHI,Loss
Serge Ibaka,TOR,Home,Starter,25,83,21,2,1,0,2,2,12,7,2,2,5,PHI,Loss
Kyle Lowry,TOR,Home,Starter,28,72,17,5,1,0,0,3,12,6,2,1,5,PHI,Loss
Delon Wright,TOR,Home,Bench,31,77,14,1,2,0,2,3,9,3,7,7,5,PHI,Loss
Jakob Pöltl,TOR,Home,Bench,17,85,14,0,2,1,3,0,7,6,4,2,5,PHI,Loss
Lucas Nogueira,TOR,Home,Bench,16,84,10,0,1,2,2,1,7,5,0,0,9,PHI,Loss
Jonas Valančiūnas,TOR,Home,Starter,15,84,5,0,0,0,0,2,4,2,2,1,4,PHI,Loss
LaMarcus Aldridge,SA,Away,Starter,33,83,28,3,1,1,2,2,24,12,4,4,10,CHI,Loss
Rudy Gay,SA,Away,Bench,23,81,12,1,1,2,0,2,13,6,3,0,3,CHI,Loss
Pau Gasol,SA,Away,Starter,20,84,10,4,3,0,0,0,8,3,5,4,7,CHI,Loss
Danny Green,SA,Away,Starter,29,78,9,3,0,1,0,1,9,4,0,0,3,CHI,Loss
Dejounte Murray,SA,Away,Starter,26,77,8,6,1,2,0,0,10,4,0,0,10,CHI,Loss
Manu Ginóbili,SA,Away,Bench,23,78,5,3,0,2,1,3,7,2,2,1,1,CHI,Loss
Joffrey Lauvergne,SA,Away,Bench,17,83,5,1,0,0,0,0,6,2,2,1,6,CHI,Loss
Robin Lopez,CHI,Home,Starter,30,84,16,3,4,0,3,1,12,7,2,1,7,SA,Win
Justin Holiday,CHI,Home,Starter,36,78,15,3,2,1,0,1,18,5,2,2,4,SA,Win
Lauri Markkanen,CHI,Home,Starter,37,84,13,0,3,1,0,3,14,5,1,0,12,SA,Win
Jerian Grant,CHI,Home,Starter,33,77,13,5,4,0,1,2,14,6,1,1,4,SA,Win
Kay Felder,CHI,Home,Bench,15,69,6,2,3,0,0,1,7,3,0,0,1,SA,Win
David Nwaba,CHI,Home,Bench,18,76,5,2,1,0,1,1,2,1,3,3,5,SA,Win
Denzel Valentine,CHI,Home,Bench,27,77,4,0,1,0,0,0,7,2,0,0,5,SA,Win
Nikola Vučević,ORL,Away,Starter,28,82,23,5,0,1,3,2,16,11,0,0,7,CLE,Loss
Jonathon Simmons,ORL,Away,Bench,20,78,19,1,2,1,0,4,11,6,4,4,4,CLE,Loss
Evan Fournier,ORL,Away,Starter,27,79,13,4,1,1,2,1,9,4,2,2,3,CLE,Loss
D.J. Augustin,ORL,Away,Starter,27,72,12,10,1,1,0,2,6,4,2,1,4,CLE,Loss
Mario Hezonja,ORL,Away,Bench,25,79,11,0,2,1,0,3,5,4,0,0,6,CLE,Loss
Marreese Speights,ORL,Away,Bench,18,82,10,0,0,0,0,2,10,4,0,0,5,CLE,Loss
Bismack Biyombo,ORL,Away,Bench,14,81,8,0,1,0,1,4,6,2,4,4,5,CLE,Loss
LeBron James,CLE,Home,Starter,31,80,22,2,1,1,1,0,15,8,6,5,4,ORL,Win
Iman Shumpert,CLE,Home,Bench,30,77,21,2,1,0,1,1,14,5,10,7,7,ORL,Win
Kevin Love,CLE,Home,Starter,27,82,19,1,2,1,1,2,17,8,4,3,9,ORL,Win
Jeff Green,CLE,Home,Bench,21,81,7,1,2,1,0,0,6,2,4,3,1,ORL,Win
Dwyane Wade,CLE,Home,Starter,16,76,5,4,1,0,0,1,8,2,0,0,2,ORL,Win
Channing Frye,CLE,Home,Bench,8,83,5,0,0,0,0,1,3,2,0,0,1,ORL,Win
Tristan Thompson,CLE,Home,Bench,26,80,4,1,1,0,1,1,4,2,0,0,9,ORL,Win
Yogi Ferrell,DAL,Away,Starter,41,72,19,6,1,1,0,3,15,6,4,4,3,HOU,Win
Jose Barea,DAL,Away,Bench,22,72,19,3,3,0,0,2,13,7,3,2,5,HOU,Win
Harrison Barnes,DAL,Away,Starter,31,80,14,2,3,1,0,1,17,5,3,3,5,HOU,Win
Wesley Matthews,DAL,Away,Starter,31,77,11,2,2,1,0,1,11,3,4,3,4,HOU,Win
Gian Clavell,DAL,Away,Bench,25,76,9,2,1,1,0,2,7,3,0,0,5,HOU,Win
Dwight Powell,DAL,Away,Bench,20,83,6,1,0,1,0,2,5,2,1,1,5,HOU,Win
Maxi Kleber,DAL,Away,Bench,12,81,5,1,0,1,0,1,3,2,2,1,1,HOU,Win
James Harden,HOU,Home,Starter,31,77,29,7,5,2,0,5,19,10,4,3,3,DAL,Loss
Eric Gordon,HOU,Home,Starter,24,75,18,2,1,0,0,2,11,5,8,7,1,DAL,Loss
Nenê,HOU,Home,Bench,10,83,14,0,0,0,0,3,6,6,3,2,2,DAL,Loss
Clint Capela,HOU,Home,Starter,21,82,13,2,0,0,0,4,8,5,3,3,10,DAL,Loss
Trevor Ariza,HOU,Home,Starter,31,80,8,1,1,4,1,0,7,3,1,1,4,DAL,Loss
Luc Richard Mbah a Moute,HOU,Home,Bench,26,80,6,1,2,2,0,3,6,2,3,2,5,DAL,Loss
Demetrius Jackson,HOU,Home,Bench,17,73,4,2,2,1,0,1,5,2,0,0,5,DAL,Loss
Stephen Curry,GS,Away,Starter,30,75,37,3,2,0,0,5,17,9,13,13,6,MEM,Win
Kevin Durant,GS,Away,Starter,40,81,29,3,6,1,3,2,24,11,6,3,13,MEM,Win
Klay Thompson,GS,Away,Starter,38,79,14,1,0,0,1,4,16,5,2,2,2,MEM,Win
Shaun Livingston,GS,Away,Bench,18,79,8,0,1,0,0,2,7,4,0,0,2,MEM,Win
David West,GS,Away,Bench,9,81,4,3,2,2,0,2,2,1,2,2,6,MEM,Win
JaVale McGee,GS,Away,Bench,4,84,4,0,0,0,0,0,1,1,2,2,0,MEM,Win
Draymond Green,GS,Away,Starter,36,79,3,6,3,2,1,5,6,1,2,1,7,MEM,Win
Marc Gasol,MEM,Home,Starter,36,84,34,2,7,1,2,1,16,8,17,16,14,GS,Loss
James Ennis,MEM,Home,Starter,25,79,13,3,0,1,0,4,6,6,2,1,4,GS,Loss
Tyreke Evans,MEM,Home,Bench,23,78,12,2,2,1,0,0,12,5,1,0,7,GS,Loss
Mike Conley,MEM,Home,Starter,32,73,10,7,1,0,0,3,14,3,4,3,2,GS,Loss
Mario Chalmers,MEM,Home,Bench,22,73,10,3,1,1,1,5,4,2,8,5,1,GS,Loss
Dillon Brooks,MEM,Home,Bench,32,79,9,2,2,1,1,5,7,4,1,0,2,GS,Loss
Jarell Martin,MEM,Home,Starter,29,81,8,0,0,2,0,3,8,3,2,2,5,GS,Loss
Victor Oladipo,IND,Away,Starter,37,76,28,5,2,4,1,4,22,10,4,4,4,MIA,Win
Domantas Sabonis,IND,Away,Starter,30,83,18,2,2,1,1,4,10,6,8,6,12,MIA,Win
Thaddeus Young,IND,Away,Starter,31,80,14,0,0,1,0,1,17,7,0,0,8,MIA,Win
Al Jefferson,IND,Away,Bench,14,82,14,0,0,0,1,1,10,6,3,2,8,MIA,Win
Darren Collison,IND,Away,Starter,32,72,10,8,1,0,1,1,9,3,2,2,3,MIA,Win
Cory Joseph,IND,Away,Bench,27,75,8,0,3,2,0,1,10,4,2,0,4,MIA,Win
Bojan Bogdanović,IND,Away,Starter,21,80,7,1,0,0,0,1,6,3,1,1,0,MIA,Win
Goran Dragić,MIA,Home,Starter,32,76,23,3,2,0,0,2,13,9,3,3,5,IND,Loss
Dion Waiters,MIA,Home,Starter,33,76,19,2,1,2,1,4,16,8,3,1,1,IND,Loss
James Johnson,MIA,Home,Starter,30,81,14,8,1,0,5,1,10,5,5,3,4,IND,Loss
Kelly Olynyk,MIA,Home,Bench,27,84,13,4,2,2,1,3,10,5,0,0,9,IND,Loss
Josh Richardson,MIA,Home,Starter,38,78,12,4,3,0,1,3,8,4,2,1,8,IND,Loss
Tyler Johnson,MIA,Home,Bench,26,76,9,2,1,0,2,3,9,4,0,0,3,IND,Loss
Jordan Mickey,MIA,Home,Starter,14,80,8,0,1,0,0,2,5,4,1,0,6,IND,Loss
Tobias Harris,DET,Away,Starter,38,80,31,1,0,0,0,3,24,13,3,2,6,NY,Loss
Andre Drummond,DET,Away,Starter,38,83,21,1,5,1,1,3,11,9,3,3,12,NY,Loss
Reggie Jackson,DET,Away,Starter,26,75,16,7,0,0,0,4,12,4,7,7,3,NY,Loss
Ishmael Smith,DET,Away,Bench,22,72,10,3,1,1,0,2,9,5,0,0,0,NY,Loss
Stanley Johnson,DET,Away,Starter,29,79,9,2,2,0,0,3,7,3,2,2,8,NY,Loss
Anthony Tolliver,DET,Away,Bench,20,81,9,2,0,0,1,2,8,3,0,0,4,NY,Loss
Jon Leuer,DET,Away,Bench,19,82,6,2,0,0,0,1,4,3,0,0,2,NY,Loss
Kristaps Porziņģis,NY,Home,Starter,35,85,33,2,2,1,1,3,20,11,10,8,5,DET,Win
Enes Kanter,NY,Home,Starter,24,83,17,0,1,0,0,2,10,7,3,3,10,DET,Win
Kyle O'Quinn,NY,Home,Bench,24,82,15,3,1,1,0,3,7,6,3,3,7,DET,Win
Tim Hardaway Jr.,NY,Home,Starter,35,78,14,2,2,0,0,2,16,4,3,3,1,DET,Win
Ramon Sessions,NY,Home,Starter,33,75,10,5,1,0,0,5,8,2,8,6,7,DET,Win
Michael Beasley,NY,Home,Bench,18,82,6,1,1,1,0,1,6,2,4,2,4,DET,Win
Doug McDermott,NY,Home,Bench,28,80,5,1,0,1,1,2,5,2,0,0,3,DET,Win
C.J. McCollum,POR,Away,Starter,37,75,26,1,2,2,0,2,18,9,5,5,3,MIL,Win
Damian Lillard,POR,Away,Starter,34,75,26,4,6,4,0,5,14,6,12,11,5,MIL,Win
Jusuf Nurkic,POR,Away,Starter,32,83,17,3,2,0,3,1,17,7,4,3,11,MIL,Win
Moe Harkless,POR,Away,Starter,38,81,13,0,1,3,0,3,10,5,2,1,3,MIL,Win
Evan Turner,POR,Away,Bench,33,79,11,7,2,1,0,5,7,3,4,4,2,MIL,Win
Ed Davis,POR,Away,Bench,16,82,6,0,1,0,2,4,1,1,4,4,11,MIL,Win
Al-Farouq Aminu,POR,Away,Starter,25,81,5,2,0,0,1,1,7,1,2,2,6,MIL,Win
Giannis Antetokounmpo,MIL,Home,Starter,39,82,44,4,2,2,1,3,23,17,13,9,8,POR,Loss
Khris Middleton,MIL,Home,Starter,30,79,18,3,2,0,0,5,13,6,6,6,6,POR,Loss
Tony Snell,MIL,Home,Starter,34,79,17,1,2,1,0,1,8,7,0,0,2,POR,Loss
Malcolm Brogdon,MIL,Home,Starter,31,78,13,6,2,4,0,2,14,5,4,3,1,POR,Loss
Mirza Teletović,MIL,Home,Bench,17,81,9,0,0,1,1,2,4,3,0,0,2,POR,Loss
John Henson,MIL,Home,Bench,24,83,7,0,2,0,3,4,5,3,2,1,9,POR,Loss
Thon Maker,MIL,Home,Starter,18,85,3,2,2,1,1,5,3,0,4,3,3,POR,Loss
De'Aaron Fox,SAC,Away,Bench,29,75,18,1,2,0,0,4,13,8,1,1,5,DEN,Win
Skal Labissière,SAC,Away,Bench,25,83,13,4,1,2,1,3,12,6,0,0,4,DEN,Win
Zach Randolph,SAC,Away,Starter,20,81,11,0,2,2,0,3,13,5,0,0,9,DEN,Win
Malachi Richardson,SAC,Away,Bench,14,78,8,1,0,0,0,1,5,2,2,2,1,DEN,Win
Frank Mason,SAC,Away,Bench,17,71,7,1,1,0,0,0,9,2,3,2,2,DEN,Win
Justin Jackson,SAC,Away,Starter,20,80,5,0,2,0,0,2,5,2,0,0,1,DEN,Win
George Hill,SAC,Away,Starter,22,74,4,1,3,0,0,0,5,1,2,2,0,DEN,Win
Paul Millsap,DEN,Home,Starter,29,80,18,2,3,0,1,1,11,6,5,4,9,SAC,Loss
Kenneth Faried,DEN,Home,Bench,23,80,18,1,1,2,1,2,10,7,6,4,8,SAC,Loss
Gary Harris,DEN,Home,Starter,30,76,17,1,3,1,0,3,11,7,1,0,0,SAC,Loss
Will Barton,DEN,Home,Bench,28,77,15,3,1,1,0,1,13,6,0,0,5,SAC,Loss
Emmanuel Mudiay,DEN,Home,Bench,28,77,10,4,2,0,0,5,11,4,4,2,8,SAC,Loss
Mason Plumlee,DEN,Home,Bench,11,82,6,1,1,0,0,0,5,2,4,2,3,SAC,Loss
Wilson Chandler,DEN,Home,Starter,30,80,5,4,1,1,0,1,8,2,0,0,12,SAC,Loss
Carmelo Anthony,OKC,Away,Starter,37,80,26,2,1,1,1,3,26,12,0,0,3,UTA,Win
Paul George,OKC,Away,Starter,38,80,22,2,6,5,0,3,19,8,3,3,5,UTA,Win
Steven Adams,OKC,Away,Starter,33,84,9,0,1,0,0,1,6,3,6,3,5,UTA,Win
Raymond Felton,OKC,Away,Bench,18,73,8,1,1,2,0,2,5,3,0,0,1,UTA,Win
Álex Abrines,OKC,Away,Bench,29,78,7,1,0,1,0,1,6,2,2,2,4,UTA,Win
Russell Westbrook,OKC,Away,Starter,36,75,6,9,7,2,0,2,11,2,4,1,13,UTA,Win
André Roberson,OKC,Away,Starter,14,79,3,0,0,0,0,0,1,1,0,0,2,UTA,Win
Joe Ingles,UTA,Home,Starter,27,80,19,2,3,2,1,3,12,7,0,0,3,OKC,Loss
Ricky Rubio,UTA,Home,Starter,37,76,16,5,6,1,0,3,14,5,4,4,6,OKC,Loss
Rudy Gobert,UTA,Home,Starter,33,85,16,2,1,1,0,4,11,8,0,0,13,OKC,Loss
Derrick Favors,UTA,Home,Starter,25,82,13,1,1,1,0,1,6,4,6,5,3,OKC,Loss
Joe Johnson,UTA,Home,Bench,22,80,12,2,3,0,1,1,10,5,1,1,1,OKC,Loss
Alec Burks,UTA,Home,Bench,20,78,8,1,1,1,1,0,5,3,2,1,3,OKC,Loss
Thabo Sefolosha,UTA,Home,Bench,28,77,4,1,1,3,0,1,7,2,0,0,4,OKC,Loss
Alex Len,PHO,Away,Bench,24,85,15,2,1,0,1,2,6,3,11,9,7,LAC,Win
Devin Booker,PHO,Away,Starter,32,78,13,2,2,0,0,1,14,5,4,3,4,LAC,Win
Josh Jackson,PHO,Away,Starter,29,80,12,1,2,4,0,6,10,3,8,4,1,LAC,Win
Mike James,PHO,Away,Bench,24,73,10,6,2,1,0,3,9,3,5,4,3,LAC,Win
T.J. Warren,PHO,Away,Starter,21,80,9,2,2,0,0,6,7,4,2,1,3,LAC,Win
Marquese Chriss,PHO,Away,Bench,16,82,7,0,1,2,0,4,5,2,2,1,1,LAC,Win
Tyson Chandler,PHO,Away,Starter,24,85,6,0,1,0,0,1,4,3,0,0,14,LAC,Win
Blake Griffin,LAC,Home,Starter,28,82,29,4,3,1,1,2,13,7,14,12,8,PHO,Loss
Lou Williams,LAC,Home,Bench,24,74,18,6,1,0,0,3,13,7,3,2,3,PHO,Loss
Patrick Beverley,LAC,Home,Starter,26,73,15,2,2,5,0,4,8,6,2,1,2,PHO,Loss
Danilo Gallinari,LAC,Home,Starter,30,80,12,1,2,0,0,2,14,4,1,1,8,PHO,Loss
Willie Reed,LAC,Home,Bench,13,81,12,0,0,1,0,4,6,6,0,0,4,PHO,Loss
Sindarius Thornwell,LAC,Home,Bench,7,77,8,1,0,2,0,1,5,3,2,2,0,PHO,Loss
Sam Dekker,LAC,Home,Bench,14,81,7,2,0,0,0,1,6,3,0,0,2,PHO,Loss
Marco Belinelli,ATL,Away,Bench,31,77,19,3,1,0,0,1,13,5,6,6,2,BKN,Win
Dennis Schröder,ATL,Away,Starter,31,73,17,8,2,2,0,3,22,5,7,7,4,BKN,Win
Kent Bazemore,ATL,Away,Starter,32,77,16,3,5,0,1,3,12,4,8,8,3,BKN,Win
John Collins,ATL,Away,Bench,21,82,14,0,2,0,1,5,11,5,4,4,13,BKN,Win
Taurean Prince,ATL,Away,Starter,23,80,9,1,3,1,0,3,8,3,2,2,1,BKN,Win
Ersan Ilyasova,ATL,Away,Starter,22,81,9,0,0,2,0,3,10,3,2,2,7,BKN,Win
Mike Muscala,ATL,Away,Bench,25,83,8,1,1,0,0,1,6,3,3,2,6,BKN,Win
Allen Crabbe,BKN,Home,Bench,26,78,20,0,1,1,1,2,12,7,2,2,5,ATL,Loss
DeMarre Carroll,BKN,Home,Starter,28,80,17,2,2,2,2,2,7,4,10,7,3,ATL,Loss
Caris LeVert,BKN,Home,Starter,30,79,16,4,4,3,0,5,9,5,9,6,6,ATL,Loss
